instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,key_respAC_prac.rt,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran,Bonus,BonusLoop.thisRepN,BonusLoop.thisTrialN,BonusLoop.thisN,BonusLoop.thisIndex,BonusLoop.ran,comments
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,691.25013,16,left,1.087525,clownfish     ,3,4,-1,0,0,691.28432,691.28432,693.7862,0,15,15,15,1,16,3,4,clownfish     ,parrot      ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,4,5,2,1,2,1,3,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,694.88824,17,right,1.008745,radio       ,2,10,1,1,1,694.90489,694.90489,697.40614,0,16,16,16,1,17,1,2,calculator    ,radio       ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/10_radio.jpg,9,10,4,2,4,2,7,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,698.508465,18,right,1.51254,parrot      ,4,5,-2,0,3,698.544005,698.544005,701.04256,0,17,17,17,1,18,6,4,giraffe     ,parrot      ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,3,5,1,1,2,1,2,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,701.64385,19,right,1.479075,clownfish     ,3,4,-1,0,0,701.662735,701.662735,704.162675,0,18,18,18,1,19,4,3,parrot      ,clownfish     ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,5,4,2,1,2,1,4,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,705.264125,20,left,0.735715,hat           ,7,8,-1,0,0,705.298665,705.298665,707.79959,0,19,19,19,1,20,7,8,hat           ,redfox      ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,8,1,3,2,1,1,6,1,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,708.903025,21,NaN,NaN,No_response,NaN,NaN,NaN,2,2,708.93681,708.93681,711.436165,0,20,20,20,1,21,3,4,clownfish     ,parrot      ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,4,5,2,1,2,1,3,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,712.53842,22,left,1.01961,parrot      ,4,5,3,1,3,712.573395,712.573395,715.07291,0,21,21,21,1,22,4,1,parrot      ,calculator    ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,5,9,2,1,4,2,4,7,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,715.67507,23,right,0.685915,hat           ,7,8,1,1,1,715.69211,715.69211,718.19318,0,22,22,22,1,23,6,7,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,719.294665,24,left,0.96335,hat           ,7,8,4,1,3,719.314065,719.314065,721.81349,0,23,23,23,1,24,7,3,hat           ,clownfish     ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,8,4,3,2,2,1,6,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,722.415775,25,right,1.634465,clownfish     ,3,4,-1,0,0,722.43308,722.43308,724.933185,0,24,24,24,1,25,4,3,parrot      ,clownfish     ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,5,4,2,1,2,1,4,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,726.035155,26,left,1.120485,dress         ,5,7,3,1,3,726.068735,726.068735,728.570305,0,25,25,25,1,26,5,2,dress         ,radio       ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/10_radio.jpg,7,10,3,2,4,2,5,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,729.17119,27,left,1.026525,redfox      ,8,1,2,1,3,729.18844,729.18844,731.690235,0,26,26,26,1,27,8,6,redfox      ,giraffe     ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,1,3,1,1,1,1,1,2,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,732.29291,28,right,1.088665,dress         ,5,7,-1,0,0,732.32599,732.32599,734.82595,0,27,27,27,1,28,6,5,giraffe     ,dress         ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/07_dress.jpg,3,7,1,1,3,2,2,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,735.928935,29,left,1.128345,dress         ,5,7,1,1,1,735.9463,735.9463,738.44682,0,28,28,28,1,29,5,4,dress         ,parrot      ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,7,5,3,2,2,1,5,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,739.549165,30,right,0.80457,dress         ,5,7,3,1,3,739.582475,739.582475,742.083665,0,29,29,29,1,30,2,5,radio       ,dress         ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/07_dress.jpg,10,7,4,2,3,2,8,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,742.685315,31,right,0.700765,parrot      ,4,5,3,1,3,742.71874,742.71874,745.219965,0,30,30,30,1,31,1,4,calculator    ,parrot      ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,9,5,4,2,2,1,7,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,745.82191,32,left,0.995465,clownfish     ,3,4,2,1,3,745.85546,745.85546,748.35663,0,31,31,31,1,32,3,1,clownfish     ,calculator    ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,4,9,2,1,4,2,3,7,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,748.95767,33,left,1.03128,parrot      ,4,5,-4,0,3,748.97557,748.97557,751.47634,0,32,32,32,1,33,4,8,parrot      ,redfox      ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,5,1,2,1,1,1,4,1,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,752.07842,34,left,0.73888,parrot      ,4,5,-2,0,3,752.11342,752.11342,754.612845,0,33,33,33,1,34,4,6,parrot      ,giraffe     ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,5,3,2,1,1,1,4,2,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,755.2137,35,left,1.12622,redfox      ,8,1,5,1,3,755.250135,755.250135,757.75006,0,34,34,34,1,35,8,3,redfox      ,clownfish     ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,1,4,1,1,2,1,1,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,758.36833,36,left,1.59706,dress         ,5,7,-1,0,0,758.384565,758.384565,760.88591,0,35,35,35,1,36,5,6,dress         ,giraffe     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,7,3,3,2,1,1,5,2,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,761.988395,37,left,0.78309,parrot      ,4,5,-1,0,1,762.00478,762.00478,764.50599,0,36,36,36,1,37,4,5,parrot      ,dress         ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/07_dress.jpg,5,7,2,1,3,2,4,5,1,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,765.6079,38,right,0.665575,hat           ,7,8,6,1,3,765.64402,765.64402,768.14319,0,37,37,37,1,38,1,7,calculator    ,hat           ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/A/08_hat.jpg,9,8,4,2,3,2,7,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,768.744085,39,right,1.07726,hat           ,7,8,2,1,3,768.778245,768.778245,771.27913,0,38,38,38,1,39,5,7,dress         ,hat           ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/A/08_hat.jpg,7,8,3,2,3,2,5,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,771.881735,40,left,0.98694,giraffe     ,6,3,1,1,0,771.898025,771.898025,774.399235,0,39,39,39,1,40,6,5,giraffe     ,dress         ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/07_dress.jpg,3,7,1,1,3,2,2,5,1,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,775.50142,41,right,0.67814,hat           ,7,8,5,1,3,775.535835,775.535835,778.03627,0,40,40,40,1,41,2,7,radio       ,hat           ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/08_hat.jpg,10,8,4,2,3,2,8,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,778.63781,42,left,0.878805,clownfish     ,3,4,-3,0,3,778.671695,778.671695,781.17262,0,41,41,41,1,42,3,6,clownfish     ,giraffe     ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,4,3,2,1,1,1,3,2,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,781.774955,43,left,1.005885,hat           ,7,8,3,1,3,781.79129,781.79129,784.292425,0,42,42,42,1,43,7,4,hat           ,parrot      ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,8,5,3,2,2,1,6,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,784.895405,44,right,0.619125,redfox      ,8,1,6,1,3,784.913415,784.913415,787.411815,0,43,43,43,1,44,2,8,radio       ,redfox      ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,10,1,4,2,1,1,8,1,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,788.013905,45,right,1.43692,radio       ,2,10,-1,0,0,788.03042,788.03042,790.53204,0,44,44,44,1,45,3,2,clownfish     ,radio       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/10_radio.jpg,4,10,2,1,4,2,3,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,791.63349,46,right,0.776415,redfox      ,8,1,7,1,3,791.66767,791.66767,794.17015,0,45,45,45,1,46,1,8,calculator    ,redfox      ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,9,1,4,2,1,1,7,1,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,794.787235,47,left,0.89754,giraffe     ,6,3,1,1,1,794.821115,794.821115,797.32226,0,46,46,46,1,47,6,5,giraffe     ,dress         ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/07_dress.jpg,3,7,1,1,3,2,2,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,798.424195,48,right,1.065475,radio       ,2,10,-1,0,1,798.44311,798.44311,800.941865,0,47,47,47,1,48,3,2,clownfish     ,radio       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/10_radio.jpg,4,10,2,1,4,2,3,8,1,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,802.044935,49,right,0.70526,hat           ,7,8,1,1,1,802.06183,802.06183,804.562675,0,48,48,48,1,49,6,7,giraffe     ,hat           ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/08_hat.jpg,3,8,1,1,3,2,2,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,805.66524,50,left,0.941245,parrot      ,4,5,-1,0,0,805.699975,805.699975,808.199815,0,49,49,49,1,50,4,5,parrot      ,dress         ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/07_dress.jpg,5,7,2,1,3,2,4,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,809.30239,51,left,1.08547,giraffe     ,6,3,4,1,3,809.33724,809.33724,811.83668,0,50,50,50,1,51,6,2,giraffe     ,radio       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/10_radio.jpg,3,10,1,1,4,2,2,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,812.43874,52,right,1.904605,clownfish     ,3,4,-2,0,3,812.45556,812.45556,814.95647,0,51,51,51,1,52,5,3,dress         ,clownfish     ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,7,4,3,2,2,1,5,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,815.57352,53,left,0.99512,dress         ,5,7,1,1,1,815.59306,815.59306,818.09287,0,52,52,52,1,53,5,4,dress         ,parrot      ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,7,5,3,2,2,1,5,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,819.19553,54,left,1.65088,redfox      ,8,1,3,1,3,819.2123,819.2123,821.71329,0,53,53,53,1,54,8,5,redfox      ,dress         ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/07_dress.jpg,1,7,1,1,3,2,1,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,822.31515,55,right,0.64887,clownfish     ,3,4,2,1,3,822.348715,822.348715,824.849595,0,54,54,54,1,55,1,3,calculator    ,clownfish     ,html/resources/sequences_IDs/A/09_calculator.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,9,4,4,2,2,1,7,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,825.45194,56,right,0.582585,hat           ,7,8,-1,0,0,825.467955,825.467955,827.969985,0,55,55,55,1,56,8,7,redfox      ,hat           ,html/resources/sequences_IDs/B/01_redfox.jpg,html/resources/sequences_IDs/A/08_hat.jpg,1,8,1,1,3,2,1,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,829.072775,57,left,1.54547,giraffe     ,6,3,3,1,3,829.106665,829.106665,831.60626,0,56,56,56,1,57,6,3,giraffe     ,clownfish     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,3,4,1,1,2,1,2,3,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,832.20768,58,left,0.62145,hat           ,7,8,5,1,3,832.241655,832.241655,834.742955,0,57,57,57,1,58,7,2,hat           ,radio       ,html/resources/sequences_IDs/A/08_hat.jpg,html/resources/sequences_IDs/B/10_radio.jpg,8,10,3,2,4,2,6,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,835.34569,59,left,0.875405,clownfish     ,3,4,1,1,1,835.361895,835.361895,837.862555,0,58,58,58,1,59,3,2,clownfish     ,radio       ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/10_radio.jpg,4,10,2,1,4,2,3,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,838.965055,60,left,0.67706,parrot      ,4,5,2,1,3,838.984225,838.984225,841.48289,0,59,59,59,1,60,4,2,parrot      ,radio       ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,842.08508,61,right,0.652045,parrot      ,4,5,2,1,3,842.12132,842.12132,844.61894,0,60,60,60,1,61,2,4,radio       ,parrot      ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/05_parrot.jpg,10,5,4,2,2,1,8,4,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,845.22034,62,left,1.29219,clownfish     ,3,4,-2,0,3,845.254225,845.254225,847.755965,0,61,61,61,1,62,3,5,clownfish     ,dress         ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/07_dress.jpg,4,7,2,1,3,2,3,5,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,848.35742,63,right,0.634715,hat           ,7,8,3,1,3,848.374285,848.374285,850.8758,0,62,62,62,1,63,4,7,parrot      ,hat           ,html/resources/sequences_IDs/B/05_parrot.jpg,html/resources/sequences_IDs/A/08_hat.jpg,5,8,2,1,3,2,4,6,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,851.47664,64,left,1.08783,radio       ,2,10,1,1,1,851.512185,851.512185,854.01209,0,63,63,63,1,64,2,1,radio       ,calculator    ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/A/09_calculator.jpg,10,9,4,2,4,2,8,7,0,52,,,,,,,,,,,,,,,,,,,,
,,,,,52,2020-07-04_15h23.14.963,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,855.11494,65,right,1.575685,redfox      ,8,1,3,1,3,855.13525,855.13525,857.632345,0,64,64,64,1,65,5,8,dress         ,redfox      ,html/resources/sequences_IDs/A/07_dress.jpg,html/resources/sequences_IDs/B/01_redfox.jpg,7,1,3,2,1,1,5,1,0,52,,,,,,,,,,,,,,,,,,,,
